image_path,flower_type,color,Linalool,Geraniol,Citronellol
train/rose/18376177250_86060cbdc9.jpg,rose,pink,0.708,1.189,0.515
train/rose/18389368680_91c24a2087_z.jpg,rose,yellow,0.889,1.033,0.804
train/rose/18563353954_b761d97155_m.jpg,rose,purple,0.42,0.552,0.42
train/rose/18584002386_cec0df537d_n.jpg,rose,purple,0.228,0.238,0.248
train/rose/18599603859_f2ec616ddf_n.jpg,rose,white,0.517,0.358,1.002
train/rose/18741313803_1bbf842fc6_n.jpg,rose,white,0.496,0.378,0.418
train/rose/18760363474_a707331322_n.jpg,rose,purple,0.462,0.205,1.12
train/rose/18990187093_09f2bff8fc_m.jpg,rose,white,1.159,1.04,0.523
train/rose/19153732586_9de58c8f53_n.jpg,rose,red,0.595,0.901,0.563
train/rose/19271410704_932d1f2c97_n.jpg,rose,pink,0.606,0.264,0.237
train/rose/19440805164_920b28da61_n.jpg,rose,pink,1.2,0.518,0.673
train/rose/19566556880_476c66c5ee_n.jpg,rose,yellow,0.852,0.79,0.86
train/rose/19823402005_2db025dd66_m.jpg,rose,yellow,0.525,0.548,0.713
train/rose/19919867648_043cf02fc3.jpg,rose,red,0.999,0.609,0.656
train/rose/19988406792_68201f76e3_n.jpg,rose,white,0.34,0.708,0.978
train/rose/20409866779_ac473f55e0_m.jpg,rose,white,0.941,0.639,0.93
train/rose/20596941736_f2c5f496cf.jpg,rose,red,0.415,0.846,0.541
train/rose/20622485918_90fc000c86_n.jpg,rose,yellow,0.853,0.702,0.947
train/rose/20825078671_90b0389c70_m.jpg,rose,red,0.489,0.561,0.929
train/rose/21346056089_e6f8074e5f_m.jpg,rose,pink,0.49,0.723,1.183
train/rose/21347496068_f4d3339607.jpg,rose,purple,0.747,0.463,0.799
train/rose/21413573151_e681c6a97a.jpg,rose,red,0.943,0.265,0.265
train/rose/21522100663_455b77a90c_n.jpg,rose,pink,0.528,0.365,0.702
train/rose/22093190909_77223e6f53_n.jpg,rose,pink,0.515,0.418,0.504
train/rose/22325299158_6e32e599f8_m.jpg,rose,purple,0.703,0.256,0.537
train/rose/22385375599_1faf334f5d_n.jpg,rose,pink,1.152,0.732,0.564
train/rose/22506717337_0fd63e53e9.jpg,rose,yellow,0.913,0.959,0.985
train/rose/22982871191_ec61e36939_n.jpg,rose,yellow,0.845,0.709,0.523
train/rose/23232710191_cc57620cd5.jpg,rose,yellow,0.953,1.03,1.03
train/rose/23891005905_17ce9e6936.jpg,rose,purple,0.822,0.573,0.342
train/rose/3145692843_d46ba4703c.jpg,rose,yellow,0.889,0.756,0.611
train/rose/3171577977_8608282f04_m.jpg,rose,yellow,0.368,0.974,0.66
train/rose/3179751458_9646d839f6_n.jpg,rose,yellow,0.995,0.953,0.391
train/rose/3203779656_3580151ea4_m.jpg,rose,pink,1.167,0.349,0.961
train/rose/3208417632_19138d8e35_n.jpg,rose,pink,0.381,0.53,0.612
train/rose/3231873181_faf2da6382.jpg,rose,red,0.995,0.422,0.924
train/rose/3236806990_a90c7bb520_m.jpg,rose,yellow,0.56,0.9,0.422
train/rose/3253243865_435c1f2c2b_m.jpg,rose,purple,0.512,0.222,0.635
train/rose/3264570182_c7ded528ba_m.jpg,rose,red,1.193,0.547,1.168
train/rose/3265902330_d8b1e44545.jpg,rose,purple,0.237,0.551,1.076
train/rose/3268459296_a7346c6b2c.jpg,rose,pink,0.989,0.265,0.595
train/rose/3276552939_8c31b22d3e.jpg,rose,pink,1.062,0.569,0.5
train/rose/3278709893_ba4956a572_n.jpg,rose,white,1.195,0.79,0.991
train/rose/3292434691_392071d702_n.jpg,rose,purple,0.725,0.566,0.958
train/rose/3292654244_4a220ab96f_m.jpg,rose,yellow,0.761,0.456,1.122
train/rose/3315973481_850d2253e9_n.jpg,rose,red,0.926,0.594,0.324
train/rose/3407482427_49d5c75291_m.jpg,rose,white,1.006,0.341,0.839
train/rose/3412874275_ca78ee024d_m.jpg,rose,white,0.459,0.607,0.566
train/rose/3415176946_248afe9f32.jpg,rose,white,0.915,1.033,1.026
train/rose/3422228549_f147d6e642.jpg,rose,pink,0.878,0.404,0.891
train/rose/3450344423_63ba3190e3.jpg,rose,purple,0.885,0.52,0.654
train/rose/3451177763_729a4d54af_n.jpg,rose,white,1.143,0.435,1.199
train/rose/3465443774_6b0c75a3b1_n.jpg,rose,white,0.883,1.048,0.862
train/rose/3475572132_01ae28e834_n.jpg,rose,purple,0.874,0.315,0.531
train/rose/3494252600_29f26e3ff0_n.jpg,rose,pink,0.58,0.777,0.734
train/rose/3500121696_5b6a69effb_n.jpg,rose,pink,0.802,0.68,0.955
train/rose/3526860692_4c551191b1_m.jpg,rose,pink,0.231,0.402,0.76
train/rose/3550491463_3eb092054c_m.jpg,rose,yellow,0.989,1.147,0.466
train/rose/3554620445_082dd0bec4_n.jpg,rose,red,0.229,0.697,0.807
train/rose/3556123230_936bf084a5_n.jpg,rose,yellow,0.364,0.211,0.835
train/rose/3560426426_1c66cb8330.jpg,rose,red,1.053,0.649,0.875
train/rose/3576488381_611f3446e0_n.jpg,rose,pink,0.372,0.877,0.98
train/rose/3621011057_0d03bd171b_n.jpg,rose,yellow,1.101,0.431,0.393
train/rose/3624546109_8eb98f0cdb.jpg,rose,red,1.188,0.39,1.045
train/rose/3630246240_4fee9a33db.jpg,rose,red,0.281,0.675,0.723
train/rose/3634244527_e72c47842c_n.jpg,rose,yellow,1.121,0.609,0.455
train/rose/3654988152_b11178bbcb.jpg,rose,red,0.991,1.176,0.868
train/rose/3655527028_0fab2b547d_n.jpg,rose,red,0.423,0.483,0.439
train/rose/3661675690_ed2d05fa5f_n.jpg,rose,red,0.857,1.003,0.571
train/rose/3663244576_97f595cf4a.jpg,rose,pink,0.267,0.905,0.984
train/rose/3664842094_5fd60ee26b.jpg,rose,pink,0.373,0.274,0.425
train/rose/3667366832_7a8017c528_n.jpg,rose,pink,0.307,0.204,1.017
train/rose/3697780051_83e50a6dd1_m.jpg,rose,purple,1.014,0.565,0.38
train/rose/3705716290_cb7d803130_n.jpg,rose,white,0.846,1.015,1.052
train/rose/3713368809_eba7fa2fbf_m.jpg,rose,white,1.123,0.555,0.56
train/rose/3742155164_14b557a51c_n.jpg,rose,purple,0.278,0.416,0.579
train/rose/3742168238_d961937e68_n.jpg,rose,red,0.512,0.305,0.814
train/rose/3751835302_d5a03f55e8_n.jpg,rose,pink,0.439,0.78,0.277
train/rose/3753920123_c7ebc18ee3.jpg,rose,purple,0.231,0.678,0.731
train/rose/3829990289_c0c3821e4d_m.jpg,rose,red,0.562,1.121,1.186
train/rose/3871586333_5a708d5cf4_n.jpg,rose,yellow,0.721,1.161,0.476
train/rose/3872230296_6c477309f3_n.jpg,rose,pink,0.5,0.415,0.664
train/rose/3873271620_1d9d314f01_n.jpg,rose,white,0.778,0.879,1.028
train/rose/3903276582_fe05bf84c7_n.jpg,rose,white,1.126,1.197,0.617
train/rose/3909587261_f8cd3e7fe7.jpg,rose,pink,1.149,0.958,0.422
train/rose/3921794817_276eb4386b.jpg,rose,pink,0.755,0.599,0.864
train/rose/3948347096_42261f047a_m.jpg,rose,white,0.907,0.247,0.601
train/rose/3971662839_5cb2963b20_n.jpg,rose,red,1.147,0.231,0.357
train/rose/3997609936_8db20b7141_n.jpg,rose,yellow,0.227,0.76,0.575
train/rose/4061451210_1650590c6a.jpg,rose,white,0.642,0.717,0.894
train/rose/4065283966_9504b98269.jpg,rose,purple,0.758,0.909,0.625
train/rose/4093390305_4010c736c9.jpg,rose,pink,0.635,0.359,0.455
train/rose/4231745228_ece86330d9.jpg,rose,red,0.25,1.113,1.162
train/rose/4242976586_607a8f9843_n.jpg,rose,yellow,0.711,1.123,0.556
train/rose/4243078361_7b92a932cd_n.jpg,rose,red,0.432,0.69,0.503
train/rose/4248222578_b4d5868b32.jpg,rose,red,0.331,0.952,0.842
train/rose/4256169180_55df2048a0.jpg,rose,red,0.353,0.533,0.594
train/rose/4267024012_295e7141a3_n.jpg,rose,pink,0.512,0.693,0.516
train/rose/4279989256_9a48c0d194_n.jpg,rose,purple,0.43,0.906,0.819
train/rose/4279990882_031482f8b6_n.jpg,rose,red,0.312,1.03,0.895
train/rose/4292443009_3a2831b0b9_m.jpg,rose,white,0.847,0.949,0.891
train/rose/4325834819_ab56661dcc_m.jpg,rose,white,0.572,1.028,0.312
train/rose/4356781875_92c5cd93c0.jpg,rose,pink,0.231,0.249,0.372
train/rose/4360743371_6238b36d8c_m.jpg,rose,purple,0.939,0.208,1.127
train/rose/4363734507_5cc4ed6e01.jpg,rose,pink,0.493,0.251,0.573
train/rose/4396642388_3081a38875_n.jpg,rose,pink,1.065,0.558,0.864
train/rose/4413509121_a62879598a.jpg,rose,purple,1.115,0.885,1.158
train/rose/4414135084_1ac7e6cd54.jpg,rose,red,0.739,0.386,0.616
train/rose/4495885281_fe2a3b671d.jpg,rose,purple,0.761,0.616,1.037
train/rose/4503599544_3822e7d1be.jpg,rose,yellow,1.055,1.181,0.391
train/rose/4504220673_af754fcb40_n.jpg,rose,purple,0.249,0.509,0.976
train/rose/4504731519_9a260b6607_n.jpg,rose,yellow,1.156,0.476,0.456
train/rose/4505921907_21c8002fde.jpg,rose,red,0.634,1.121,1.132
train/rose/4553266758_09d4dbdac9_n.jpg,rose,red,0.424,0.245,0.466
train/rose/4558025386_2c47314528.jpg,rose,red,0.254,0.649,0.203
train/rose/4575042086_7674b76297_n.jpg,rose,yellow,0.731,1.078,1.006
train/rose/4588034197_e300b0872a_n.jpg,rose,purple,0.42,0.824,0.474
train/rose/4608559939_3487bf3b62_n.jpg,rose,yellow,1.04,1.155,1.108
train/rose/4609166128_b7ed49b40b_m.jpg,rose,yellow,0.233,0.565,0.526
train/rose/4609168052_3d4e1d3804_n.jpg,rose,purple,1.027,0.489,0.858
train/rose/4625089819_55c45a189c.jpg,rose,yellow,0.381,0.244,0.43
train/rose/4644336779_acd973528c.jpg,rose,white,0.524,0.907,1.169
train/rose/4648680921_80dfc4f12a.jpg,rose,red,0.633,1.184,0.808
train/rose/4654893119_45d232016b.jpg,rose,pink,0.934,0.851,1.057
train/rose/4675532860_890504a4a3_m.jpg,rose,purple,1.133,0.465,0.994
train/rose/4684127262_6c3346188d.jpg,rose,pink,1.182,0.685,1.187
train/rose/4694341873_65fe187a4e_n.jpg,rose,purple,0.309,0.494,0.281
train/rose/4702438868_278b9cf41c_n.jpg,rose,pink,0.624,0.888,1.178
train/rose/4713531680_1110a2fa07_n.jpg,rose,purple,0.61,1.002,0.22
train/rose/4713533500_fcc295de70_n.jpg,rose,white,1.075,0.265,0.457
train/rose/4723876257_d87b781986.jpg,rose,red,1.041,0.666,0.767
train/rose/4724951744_61877ec101_n.jpg,rose,purple,0.647,1.12,0.863
train/rose/4731069260_b270f47803_n.jpg,rose,purple,0.757,1.182,0.203
train/rose/4735314389_94fe1b2a9f_n.jpg,rose,white,0.576,0.393,0.867
train/rose/4754734410_94d98463a5.jpg,rose,red,0.819,1.094,0.32
train/rose/4764674741_82b8f93359_n.jpg,rose,purple,0.725,0.756,0.421
train/rose/4765063233_f64440c20b.jpg,rose,white,0.904,0.783,0.24
train/rose/4797595918_79887b1229_n.jpg,rose,white,1.007,0.389,0.869
train/rose/4804011140_7defedf4b7_m.jpg,rose,white,0.594,0.778,0.342
train/rose/4809566219_88f9a1aea3.jpg,rose,pink,0.493,0.385,0.858
train/rose/4860145119_b1c3cbaa4e_n.jpg,rose,pink,0.528,0.627,0.857
train/rose/4881402397_1c664af2f7_n.jpg,rose,yellow,0.7,0.889,0.218
train/rose/4900231976_f8ced2b42a_n.jpg,rose,yellow,0.309,0.258,0.548
train/rose/4910094611_8c7170fc95_n.jpg,rose,white,0.509,1.085,0.668
train/rose/4918137796_21f0922b0c_n.jpg,rose,purple,0.733,0.513,1.141
train/rose/4921988677_e2eb0c9a24_m.jpg,rose,purple,0.298,1.12,0.76
train/rose/4951581805_b049304f1b_n.jpg,rose,pink,0.535,1.018,1.129
train/rose/4979895172_ca06eba616.jpg,rose,purple,1.077,0.839,0.982
train/rose/4998708839_c53ee536a8_n.jpg,rose,purple,0.752,0.91,0.989
train/rose/5050969148_a0090f762a.jpg,rose,pink,0.232,0.561,1.179
train/rose/5060519573_c628547e20_n.jpg,rose,pink,0.856,0.228,1.171
train/rose/5060536705_b370a5c543_n.jpg,rose,yellow,1.052,0.961,0.966
train/rose/5061135742_2870a7b691_n.jpg,rose,red,0.937,0.245,0.472
train/rose/5073473370_bdbb5a99fc.jpg,rose,white,0.308,0.314,0.961
train/rose/5083072098_81587295d5.jpg,rose,white,0.518,0.965,0.554
train/rose/5086249859_d066b37b8a_m.jpg,rose,white,1.197,0.501,0.951
train/rose/5088766459_f81f50e57d_n.jpg,rose,pink,0.61,1.109,0.622
train/rose/5089363428_2c5a1272ea.jpg,rose,red,0.458,0.593,0.204
train/rose/5148639829_781eb7d346.jpg,rose,pink,0.951,0.949,0.663
train/rose/5156037859_1673720a11_m.jpg,rose,red,1.099,0.453,0.59
train/rose/5159317458_bbb22e2f65_n.jpg,rose,white,0.416,0.514,0.32
train/rose/5172171681_5934378f08.jpg,rose,pink,0.597,0.585,0.452
train/rose/5180896559_b8cfefc21e.jpg,rose,yellow,0.605,0.351,0.765
train/rose/5181899042_0a6ffe0c8a_n.jpg,rose,purple,0.216,1.189,0.435
train/rose/5182167964_9d1a0be0b8_n.jpg,rose,red,1.054,0.276,1.03
train/rose/5193918046_d44e4fcd75_m.jpg,rose,pink,0.925,0.432,0.797
train/rose/5206847130_ee4bf0e4de_n.jpg,rose,pink,0.709,0.556,0.257
train/rose/5212877807_a3ddf06a7c_n.jpg,rose,yellow,0.437,0.618,0.372
train/rose/5212885371_fe27c406a2_n.jpg,rose,pink,0.678,0.261,0.408
train/rose/5223191368_01aedb6547_n.jpg,rose,purple,0.227,1.01,0.51
train/rose/5231103167_a03280e9f6_n.jpg,rose,purple,0.668,1.151,1.164
train/rose/5234278003_d827fcd73b_m.jpg,rose,red,0.798,0.849,0.495
train/rose/5249439791_196b4e7fc7.jpg,rose,pink,1.155,0.43,0.314
train/rose/5249566718_6109630c83_m.jpg,rose,yellow,0.285,0.373,0.348
train/rose/5273722065_c85d8543c2_m.jpg,rose,white,0.737,0.633,0.818
train/rose/5292988046_a10f4b0365_n.jpg,rose,white,0.359,0.802,0.544
train/rose/5332550500_ab341aefd8.jpg,rose,white,1.015,1.095,0.281
train/rose/5333437251_ce0aa6925d_n.jpg,rose,purple,0.747,0.47,0.73
train/rose/5360769702_ec28c53b9e_n.jpg,rose,red,0.275,0.998,0.265
train/rose/5398569540_7d134c42cb_n.jpg,rose,white,0.871,1.179,0.52
train/rose/5398974188_799753449c.jpg,rose,yellow,0.271,0.259,1.144
train/rose/5402157745_a384f0583d_n.jpg,rose,purple,0.601,0.942,1.193
train/rose/5419629292_2f06e4b295.jpg,rose,pink,1.043,0.275,0.727
train/rose/5487945052_bcb8e9fc8b_m.jpg,rose,purple,0.96,0.65,0.644
train/rose/5492988531_574cdc2bf0_n.jpg,rose,yellow,1.085,0.678,0.238
train/rose/5497730366_44d758d8f5.jpg,rose,yellow,1.009,0.836,0.62
train/rose/5526964611_76ef13025c_n.jpg,rose,white,0.591,0.762,0.337
train/rose/5529341024_0c35f2657d.jpg,rose,pink,0.581,0.541,0.272
train/rose/5537794501_a0767743fd_n.jpg,rose,white,0.71,0.876,0.919
train/rose/5570018782_c56bee942f.jpg,rose,red,0.719,1.077,0.866
train/rose/5578760521_e54aca6bed_n.jpg,rose,white,0.844,0.902,0.784
train/rose/5578766623_542c91dfaa_n.jpg,rose,pink,1.067,0.626,0.745
train/rose/5602220566_5cdde8fa6c_n.jpg,rose,white,0.522,0.618,0.927
train/rose/5628552852_60bbe8d9b0_n.jpg,rose,yellow,0.945,0.249,0.708
train/rose/5717319579_190e85c7d1_m.jpg,rose,red,0.691,1.137,1.157
train/rose/5721768347_2ec4d2247b_n.jpg,rose,red,0.936,1.1,0.77
train/rose/5731750490_ba3325b7ee_n.jpg,rose,purple,0.344,1.116,0.641
train/rose/5736328472_8f25e6f6e7.jpg,rose,red,0.909,0.27,0.989
train/rose/5777669976_a205f61e5b.jpg,rose,purple,1.027,0.376,0.675
train/rose/5799616059_0ffda02e54.jpg,rose,white,0.834,1.168,0.793
train/rose/5835539224_75967fc400_m.jpg,rose,pink,0.355,1.196,0.562
train/rose/5840476802_dfa40deb1f_m.jpg,rose,white,0.949,0.583,0.623
train/rose/5863698305_04a4277401_n.jpg,rose,white,0.235,0.689,0.6
train/rose/5892908233_6756199a43.jpg,rose,yellow,0.731,0.72,0.523
train/rose/5897035797_e67bf68124_n.jpg,rose,white,1.099,0.858,0.321
train/rose/5960270643_1b8a94822e_m.jpg,rose,white,0.549,0.515,0.383
train/rose/5961803532_9368212949_m.jpg,rose,white,1.118,0.212,0.744
train/rose/5979193298_639e877248.jpg,rose,pink,1.178,0.204,0.905
train/rose/5990626258_697f007308_n.jpg,rose,white,0.415,1.003,0.61
train/rose/6016195304_75306bb79a.jpg,rose,red,0.935,1.029,0.338
train/rose/6036837996_7fbdcdb3c5_n.jpg,rose,pink,1.05,1.158,0.332
train/rose/6039330368_c30ed224c4_m.jpg,rose,purple,0.852,0.367,0.44
train/rose/6053143173_991c011b23.jpg,rose,yellow,1.15,1.095,1.172
train/rose/6069602140_866eecf7c2_m.jpg,rose,white,0.931,1.131,0.757
train/rose/6105809987_8f3d7a8d67_n.jpg,rose,white,0.402,0.942,1.083
train/rose/6108118824_5b0231a56d.jpg,rose,yellow,1.061,0.392,0.273
train/rose/6111589202_8b9555364c_m.jpg,rose,pink,1.159,0.462,0.662
train/rose/6125332325_b768e08bd9_n.jpg,rose,yellow,0.698,0.582,0.229
train/rose/6158504080_b844a9ae05.jpg,rose,purple,1.153,0.933,0.429
train/rose/6163179241_f093f45d95_n.jpg,rose,pink,0.756,1.106,0.487
train/rose/6209630964_e8de48fe04_m.jpg,rose,white,0.401,1.155,0.433
train/rose/6231418894_7946a7712b_n.jpg,rose,red,0.246,0.397,0.279
train/rose/6241886381_cc722785af.jpg,rose,purple,0.786,0.619,0.661
train/rose/6255593451_b8a3aa8f7a_m.jpg,rose,yellow,0.638,0.43,0.41
train/rose/6280787884_141cd7b382_n.jpg,rose,white,0.275,0.567,0.525
train/rose/6309548569_932fee8313_m.jpg,rose,purple,0.297,0.8,0.272
train/rose/6347846687_3f0a7c3176.jpg,rose,pink,0.722,0.336,0.652
train/rose/6347846935_51e3dc2481_n.jpg,rose,yellow,0.548,1.08,0.831
train/rose/6347847065_83cf87333b_n.jpg,rose,pink,0.206,0.774,0.773
train/rose/6363951285_a802238d4e.jpg,rose,pink,1.139,0.765,0.307
train/rose/6363976189_e7155e5f9c.jpg,rose,red,0.39,0.542,0.921
train/rose/6409000675_6eb6806e59.jpg,rose,pink,0.2,0.76,0.461
train/rose/6473543547_4fefdbd5dc.jpg,rose,red,0.66,0.79,0.862
train/rose/6570546331_ffb9dab0bf_n.jpg,rose,yellow,0.929,0.56,0.876
train/rose/6653567281_768a1fd160.jpg,rose,red,0.31,0.96,0.733
train/rose/6655078437_759fd626fd_n.jpg,rose,yellow,0.937,0.783,0.466
train/rose/6676529655_9672b6f955_m.jpg,rose,white,0.603,1.134,0.429
train/rose/6687138903_ff6ae12758_n.jpg,rose,purple,0.443,0.282,1.098
train/rose/6690926183_afedba9f15_n.jpg,rose,yellow,1.15,0.226,1.101
train/rose/6732261031_861a1026fa_n.jpg,rose,red,0.682,0.638,0.463
train/rose/6783408274_974796e92f.jpg,rose,red,0.85,0.375,0.797
train/rose/6803363808_9f9ce98186_m.jpg,rose,white,0.814,1.048,1.136
train/rose/6864417932_36fa4ceecf_n.jpg,rose,pink,0.896,1.182,0.584
train/rose/6867597533_d65d1c39fb_n.jpg,rose,red,0.375,0.477,0.617
train/rose/6879112993_5a29208438_n.jpg,rose,yellow,1.083,0.435,1.076
train/rose/6936225976_a91b60d8c2_m.jpg,rose,purple,0.213,0.248,0.365
train/rose/6950609394_c53b8c6ac0_m.jpg,rose,white,0.797,0.384,0.471
train/rose/6969041818_a505baa68e_m.jpg,rose,purple,0.774,0.902,0.939
train/rose/7147367479_f7a6ef0798.jpg,rose,red,0.65,0.527,0.296
train/rose/7186509956_c37c02fb43_n.jpg,rose,white,0.349,0.325,1.006
train/rose/7187035716_5d0fb95c31_n.jpg,rose,purple,0.77,0.864,0.921
train/rose/7211616670_2d49ecb3a5_m.jpg,rose,pink,0.268,0.903,0.614
train/rose/7251352826_69b62cba2c_m.jpg,rose,pink,0.909,0.647,0.744
train/rose/7285188160_49d84b95a3_m.jpg,rose,pink,0.56,0.867,0.894
train/rose/7302931078_30054c1970_n.jpg,rose,pink,0.563,1.12,0.37
train/rose/7304710956_015b41f802_m.jpg,rose,pink,0.347,1.098,0.658
train/rose/7316409504_7cf3707f8a_m.jpg,rose,red,0.91,0.91,1.056
train/rose/7345657862_689366e79a.jpg,rose,pink,0.874,0.653,0.375
train/rose/7376471712_e1be793f94.jpg,rose,white,1.075,0.358,0.243
train/rose/7376473742_532364cee5_n.jpg,rose,pink,0.605,1.12,0.222
train/rose/7409458444_0bfc9a0682_n.jpg,rose,yellow,1.15,0.692,1.113
train/rose/7419966772_d6c1c22a81.jpg,rose,yellow,1.113,0.778,0.465
train/rose/7420699022_60fa574524_m.jpg,rose,purple,0.256,0.291,0.214
train/rose/7455236056_b6d71a8dab.jpg,rose,white,0.444,1.041,0.796
train/rose/7502389724_85b4a6c855_n.jpg,rose,white,0.22,0.779,0.61
train/rose/7525783408_0999483bf4_m.jpg,rose,purple,0.205,1.032,0.347
train/rose/7551637034_55ae047756_n.jpg,rose,white,0.377,0.734,0.688
train/rose/7683456068_02644b8382_m.jpg,rose,red,0.372,0.926,0.5
train/rose/7820626638_3e2d712303.jpg,rose,red,1.106,0.852,1.173
train/rose/7865295712_bcc94d120c.jpg,rose,red,0.902,1.004,0.823
train/rose/8032328803_30afac8b07_m.jpg,rose,purple,0.421,0.605,1.103
train/rose/8035908422_87220425d2_n.jpg,rose,red,0.204,0.945,0.848
train/rose/8035910225_125beceb98_n.jpg,rose,purple,0.406,0.437,1.135
train/rose/8036594516_69a7da5f73_m.jpg,rose,pink,0.238,0.266,1.082
train/rose/8050213579_48e1e7109f.jpg,rose,pink,1.003,1.035,0.619
train/rose/8060338380_eb6c806624_n.jpg,rose,red,0.83,0.965,0.839
train/rose/8063462557_e0a8bd6c64_n.jpg,rose,red,1.014,0.367,0.852
train/rose/8096324039_4db2555490.jpg,rose,purple,0.234,1.046,0.821
train/rose/8125886145_ae99f91fd0.jpg,rose,yellow,0.87,0.588,1.147
train/rose/8181940917_1ac63937d5_n.jpg,rose,pink,0.702,0.927,0.906
train/rose/8209458141_38f38be65c_m.jpg,rose,purple,0.722,0.755,0.829
train/rose/8241471746_5d81fdd3c0_n.jpg,rose,pink,0.569,0.312,0.284
train/rose/8337607102_d9e0fa887e.jpg,rose,purple,0.327,0.624,0.742
train/rose/8388497874_1fe750cc95_m.jpg,rose,red,0.947,0.696,0.47
train/rose/8394286483_69fe04cc7f.jpg,rose,red,1.049,0.824,0.248
train/rose/8437935944_aab997560a_n.jpg,rose,red,1.159,1.157,1.12
train/rose/8442304572_2fdc9c7547_n.jpg,rose,red,0.643,0.3,1.043
train/rose/8462246855_1bdfee7478.jpg,rose,purple,0.261,0.714,0.971
train/rose/8502529435_c6e40d0df4.jpg,rose,pink,0.586,1.058,1.193
train/rose/8516036987_8a06dfe1b5_n.jpg,rose,purple,0.346,0.922,0.401
train/rose/8523394349_61b31fdd8f_m.jpg,rose,red,0.634,1.01,0.642
train/rose/8524505546_b242bd4928_n.jpg,rose,purple,0.58,0.308,0.48
train/rose/8524505682_bda885af3a_n.jpg,rose,yellow,0.355,0.955,0.354
train/rose/8524505868_236f4c94b5.jpg,rose,pink,1.047,0.549,0.259
train/rose/8562144481_1d629848ff.jpg,rose,pink,0.772,0.494,0.514
train/rose/8590442797_07fa2141c0_n.jpg,rose,purple,0.743,0.299,0.907
train/rose/8622493424_877ae35ed7.jpg,rose,red,0.611,0.485,0.48
train/rose/8642943283_47e44d049d_m.jpg,rose,red,0.279,0.686,0.934
train/rose/8644003462_2272de26eb.jpg,rose,red,1.091,1.072,0.836
train/rose/8667101118_87ea757b15.jpg,rose,red,1.001,0.689,0.798
train/rose/8667746487_781af9e615_n.jpg,rose,white,1.038,0.857,0.581
train/rose/8671682526_7058143c99.jpg,rose,red,0.917,0.86,0.631
train/rose/8674140377_ae7b0be523.jpg,rose,purple,1.042,0.737,1.098
train/rose/8692040971_826614516f_n.jpg,rose,white,0.304,0.891,1.173
train/rose/8692051081_dffa8709e7_m.jpg,rose,pink,0.724,0.375,0.971
train/rose/8723767157_c45bfd3ab6.jpg,rose,purple,0.326,0.834,0.676
train/rose/8742493617_c2a9bf854f_m.jpg,rose,purple,0.905,0.389,0.392
train/rose/8742493689_fb852f0228_n.jpg,rose,purple,0.283,0.71,0.465
train/rose/8747396730_966149e6fe_n.jpg,rose,pink,0.613,1.019,1.062
train/rose/8775267816_726ddc6d92_n.jpg,rose,red,0.605,0.699,0.275
train/rose/8853083579_dd1dfa3188.jpg,rose,pink,0.745,1.055,1.188
train/rose/8926641787_d2515dfe8f_m.jpg,rose,purple,1.012,0.339,1.153
train/rose/8949720453_66e8304c30.jpg,rose,white,0.804,0.345,1.062
train/rose/8960904651_9a0b727258.jpg,rose,yellow,0.974,0.793,0.967
train/rose/8983268106_dc913d17d8_m.jpg,rose,red,0.808,0.942,0.815
train/rose/8987479080_32ab912d10_n.jpg,rose,red,0.587,0.781,0.848
train/rose/9159362388_c6f4cf3812_n.jpg,rose,yellow,0.408,0.681,0.651
train/rose/9160289562_ab2718d19b.jpg,rose,purple,0.995,1.015,0.342
train/rose/9164900485_605aa12da8.jpg,rose,yellow,0.396,0.919,0.334
train/rose/9164924345_6b63637acf.jpg,rose,yellow,0.628,0.595,0.892
train/rose/9167147034_0a66ee3616_n.jpg,rose,purple,1.009,0.471,0.91
train/rose/9216321995_83df405ea9.jpg,rose,yellow,0.524,0.263,0.226
train/rose/9216323421_f737c1d50e.jpg,rose,purple,0.738,0.76,0.429
train/rose/9216324117_5fa1e2bc25_n.jpg,rose,yellow,1.008,0.554,0.582
train/rose/9298314004_c1a8146521.jpg,rose,pink,0.838,0.267,0.37
train/rose/9300754115_dd79670066_n.jpg,rose,white,1.158,0.643,1.019
train/rose/9309388105_12c0b8dd54_m.jpg,rose,white,0.289,0.45,0.445
train/rose/9320934277_4fb95aef5d_n.jpg,rose,red,1.157,0.236,1.008
train/rose/9337528427_3d09b7012b.jpg,rose,purple,1.073,0.799,0.768
train/rose/9338237628_4d2547608c.jpg,rose,red,1.06,0.976,1.136
train/rose/9353111163_7a89b2df35_n.jpg,rose,white,0.81,0.696,0.853
train/rose/9355706808_a9a723a8e8_n.jpg,rose,purple,0.873,0.909,0.556
train/rose/9369421752_db1ab2a6a4_m.jpg,rose,white,0.83,0.478,0.537
train/rose/9404876600_04f6d37685.jpg,rose,red,1.049,0.479,0.775
train/rose/9406573080_60eab9278e_n.jpg,rose,red,0.966,0.691,0.615
train/rose/9423755543_edb35141a3_n.jpg,rose,yellow,1.031,0.681,0.384
train/rose/9433167170_fa056d3175.jpg,rose,yellow,0.97,0.591,0.963
train/rose/9458445402_79e4dfa89c.jpg,rose,red,0.352,0.602,0.901
train/rose/9609569441_eeb8566e94.jpg,rose,pink,1.064,0.807,0.841
train/rose/9614492283_66020fb4eb_n.jpg,rose,red,0.831,0.663,0.539
train/rose/9633056561_6f1b7e8faf_m.jpg,rose,white,0.7,1.032,0.293
train/rose/9702378513_229a96b754_m.jpg,rose,white,1.12,0.59,0.961
